title,start_year,end_year,genres,tmdb_id,media_type,actor_name,actor_tmdb_id,actor_gender_code,actor_ethnicity,actor_sexuality,actor_age_at_release,character_name,character_gender,character_ethnicity,character_sexuality,gender_mismatch,ethnicity_mismatch,sexuality_mismatch,billing_order,role_type,prominence_score,sympathy_coding,arc_quality
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Evangeline Lilly,19034,1,,,,Hope Van Dyne / Wasp,,,,,,,16,minor,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Tessa Thompson,62561,1,,,,Valkyrie,,,,,,,17,minor,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Rene Russo,14343,1,,,,Frigga,,,,,,,18,minor,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Elizabeth Olsen,550843,1,,,,Wanda Maximoff / Scarlet Witch,,,,,,,19,minor,,,
Avengers: Endgame,2019,2019,Adventure|Science Fiction|Action,299534,movie,Anthony Mackie,53650,2,,,,Sam Wilson / Falcon,,,,,,,20,minor,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Robert Downey Jr.,3223,2,,,,Tony Stark / Iron Man,,,,,,,1,lead,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Chris Evans,16828,2,,,,Steve Rogers / Captain America,,,,,,,2,lead,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Chris Hemsworth,74568,2,,,,Thor,,,,,,,3,lead,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Josh Brolin,16851,2,,,,Thanos,,,,,,,4,supporting,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Mark Ruffalo,103,2,,,,Bruce Banner / Hulk,,,,,,,5,supporting,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Scarlett Johansson,1245,1,,,,Natasha Romanoff / Black Widow,,,,,,,6,supporting,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Don Cheadle,1896,2,,,,James Rhodes / War Machine,,,,,,,7,supporting,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Benedict Cumberbatch,71580,2,,,,Doctor Strange,,,,,,,8,supporting,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Tom Holland,1136406,2,,,,Peter Parker / Spider-Man,,,,,,,9,supporting,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Chadwick Boseman,172069,2,,,,T'Challa / Black Panther,,,,,,,10,supporting,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Zoe Saldaña,8691,1,,,,Gamora,,,,,,,11,minor,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Karen Gillan,543261,1,,,,Nebula,,,,,,,12,minor,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Tom Hiddleston,91606,2,,,,Loki,,,,,,,13,minor,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Paul Bettany,6162,2,,,,Vision,,,,,,,14,minor,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Elizabeth Olsen,550843,1,,,,Wanda Maximoff / Scarlet Witch,,,,,,,15,minor,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Anthony Mackie,53650,2,,,,Sam Wilson / Falcon,,,,,,,16,minor,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Sebastian Stan,60898,2,,,,Bucky Barnes / Winter Soldier,,,,,,,17,minor,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Idris Elba,17605,2,,,,Heimdall,,,,,,,18,minor,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Danai Gurira,82104,1,,,,Okoye,,,,,,,19,minor,,,
Avengers: Infinity War,2018,2018,Adventure|Action|Science Fiction,299536,movie,Peter Dinklage,22970,2,,,,Eitri,,,,,,,20,minor,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Brad Pitt,287,2,,,,LT. Aldo Raine,,,,,,,1,lead,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Mélanie Laurent,19119,1,,,,Shosanna,,,,,,,2,lead,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Christoph Waltz,27319,2,,,,COL. Hans Landa,,,,,,,3,lead,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Eli Roth,16847,2,,,,SGT. Donny Donowitz,,,,,,,4,supporting,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Michael Fassbender,17288,2,,,,LT. Archie Hicox,,,,,,,5,supporting,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Diane Kruger,9824,1,,,,Bridget von Hammersmark,,,,,,,6,supporting,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Daniel Brühl,3872,2,,,,Fredrick Zoller,,,,,,,7,supporting,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Til Schweiger,1844,2,,,,SGT. Hugo Stiglitz,,,,,,,8,supporting,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Gedeon Burkhard,32823,2,,,,CPL. Wilhelm Wicki,,,,,,,9,supporting,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Jacky Ido,51636,2,,,,Marcel,,,,,,,10,supporting,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,B. J. Novak,107770,2,,,,PFC. Smithson Utivich,,,,,,,11,minor,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Omar Doom,23286,2,,,,PFC. Omar Ulmer,,,,,,,12,minor,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,August Diehl,6091,2,,,,Major Hellstrom,,,,,,,13,minor,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Denis Ménochet,81125,2,,,,Perrier LaPadite,,,,,,,14,minor,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Sylvester Groth,41965,2,,,,Joseph Goebbels,,,,,,,15,minor,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Martin Wuttke,49056,2,,,,Hitler,,,,,,,16,minor,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Mike Myers,12073,2,,,,General Ed Fenech,,,,,,,17,minor,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Julie Dreyfus,2539,1,,,,Francesca Mondino,,,,,,,18,minor,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Richard Sammel,49487,2,,,,SGT. Rachtman,,,,,,,19,minor,,,
Inglourious Basterds,2009,2009,Drama|Thriller|War,16869,movie,Alexander Fehling,31663,2,,,,Master SGT. Wilhelm / Pola Negri,,,,,,,20,minor,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Miles Teller,996701,2,,,,Andrew,,,,,,,1,lead,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,J.K. Simmons,18999,2,,,,Fletcher,,,,,,,2,lead,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Paul Reiser,781,2,,,,Jim,,,,,,,3,lead,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Melissa Benoist,129104,1,,,,Nicole,,,,,,,4,supporting,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Austin Stowell,970216,2,,,,Ryan,,,,,,,5,supporting,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Nate Lang,1451540,2,,,,Carl,,,,,,,6,supporting,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Chris Mulkey,15824,2,,,,Uncle Frank,,,,,,,7,supporting,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Damon Gupton,53454,2,,,,Mr. Kramer,,,,,,,8,supporting,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Suanne Spoke,1212459,1,,,,Aunt Emma,,,,,,,9,supporting,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Max Kasch,52939,2,,,,Dorm Neighbor,,,,,,,10,supporting,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Charlie Ian,1451542,2,,,,Dustin,,,,,,,11,minor,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Jayson Blair,223012,2,,,,Travis,,,,,,,12,minor,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Kofi Siriboe,1451543,2,,,,Bassist (Nassau),,,,,,,13,minor,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Kavita Patil,159366,1,,,,Assistant - Sophie,,,,,,,14,minor,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,C.J. Vana,1451545,2,,,,Metz,,,,,,,15,minor,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Tarik Lowe,171766,2,,,,Pianist (Studio Band),,,,,,,16,minor,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Tyler Kimball,1398714,2,,,,Saxophonist #2 (Studio Band),,,,,,,17,minor,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Rogelio Douglas Jr.,1503721,2,,,,Trumpeter #1 (Studio Band),,,,,,,18,minor,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Adrian Burks,1503834,2,,,,Trumpeter #2 (Studio Band),,,,,,,19,minor,,,
Whiplash,2014,2014,Drama|Music|Thriller,244786,movie,Calvin C. Winbush,1145677,2,,,,Saxophonist (Studio Band),,,,,,,20,minor,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Antonio Banderas,3131,2,,,,Puss in Boots (voice),,,,,,,1,lead,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Salma Hayek Pinault,3136,1,,,,Kitty Softpaws (voice),,,,,,,2,lead,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Zach Galifianakis,58225,2,,,,Humpty Dumpty (voice),,,,,,,3,lead,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Billy Bob Thornton,879,2,,,,Jack (voice),,,,,,,4,supporting,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Amy Sedaris,12110,1,,,,Jill (voice),,,,,,,5,supporting,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Constance Marie,92326,1,,,,Imelda (voice),,,,,,,6,supporting,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Mike Mitchell,64151,2,,,,Andy Beanstalk (voice),,,,,,,7,supporting,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Rich Dietl,936666,2,,,,Bounty Hunter (voice),,,,,,,8,supporting,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Guillermo del Toro,10828,2,,,,Comandante / Hombre del bigote (voice),,,,,,,9,supporting,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Conrad Vernon,12080,2,,,,Raoul / Soldier (voice),,,,,,,10,supporting,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Chris Miller,12098,2,,,,Little Boy Blue / Friar Miller / Prison Guard / Manuel / Rafael (voice),,,,,,,11,minor,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Ryan Crego,936667,2,,,,Luis (voice),,,,,,,12,minor,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Tom Wheeler,936668,2,,,,Bartender / Mean Boy / Wagon Driver / Hotel Owner / Rodrigo (voice),,,,,,,13,minor,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Tom McGrath,18864,2,,,,Bar Thief (voice),,,,,,,14,minor,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Bob Joles,179702,2,,,,Giuseppe (voice),,,,,,,15,minor,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Latifa Ouaou,936669,1,,,,Crazy Woman / Mean Girl / Milk Lady / Little Boy (voice),,,,,,,16,minor,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Jessica Schulte,936672,1,,,,Estella Maria (voice),,,,,,,17,minor,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Bob Persichetti,936670,2,,,,Ohhh Cat (voice),,,,,,,18,minor,,,
Puss in Boots,2011,2011,Animation|Family|Fantasy|Adventure|Comedy,417859,movie,Nina Barry,936674,1,,,,Ivana / Charo (voice),,,,,,,19,minor,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Anthony Gonzalez,1193391,2,,,,Miguel Rivera (voice),,,,,,,1,lead,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Gael García Bernal,258,2,,,,Héctor (voice),,,,,,,2,lead,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Benjamin Bratt,4589,2,,,,Ernesto de la Cruz (voice),,,,,,,3,lead,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Alanna Ubach,10402,1,,,,Mamá Imelda (voice),,,,,,,4,supporting,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Renée Victor,154004,1,,,,Abuelita (voice),,,,,,,5,supporting,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Jaime Camil,545087,2,,,,Papá (voice),,,,,,,6,supporting,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Alfonso Arau,22767,2,,,,Papá Julio (voice),,,,,,,7,supporting,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Herbert Siguenza,178667,2,,,,Tío Oscar / Tío Felipe (voice),,,,,,,8,supporting,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Gabriel Iglesias,86498,2,,,,Clerk (voice),,,,,,,9,supporting,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Lombardo Boyar,4992,2,,,,Plaza Mariachi / Gustavo (voice),,,,,,,10,supporting,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Ana Ofelia Murguía,1043869,1,,,,Mamá Coco (voice),,,,,,,11,minor,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Natalia Cordova-Buckley,1693947,1,,,,Frida Kahlo (voice),,,,,,,12,minor,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Sofía Espinosa,1007527,1,,,,Mamá (voice),,,,,,,13,minor,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Selene Luna,48161,1,,,,Tía Rosita (voice),,,,,,,14,minor,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Edward James Olmos,587,2,,,,Chicharrón (voice),,,,,,,15,minor,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Carla Medina,1938082,1,,,,Departures Agent / Additional Voices (voice),,,,,,,16,minor,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Dyana Ortelli,104382,1,,,,Tía Victoria / Additional Voices (voice),,,,,,,17,minor,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Luis Valdez,82219,2,,,,Tío Berto / Don Hidalgo (voice),,,,,,,18,minor,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Blanca Araceli,1830409,1,,,,Emcee (voice),,,,,,,19,minor,,,
Coco,2017,2017,Family|Animation|Music|Adventure,354912,movie,Salvador Reyes,1496949,2,,,,Security Guard (voice),,,,,,,20,minor,,,
La Haine,1995,1995,Drama,406,movie,Vincent Cassel,1925,2,,,,Vinz,,,,,,,1,lead,,,
La Haine,1995,1995,Drama,406,movie,Hubert Koundé,5418,2,,,,Hubert,,,,,,,2,lead,,,
La Haine,1995,1995,Drama,406,movie,Saïd Taghmaoui,5419,2,,,,Saïd,,,,,,,3,lead,,,
La Haine,1995,1995,Drama,406,movie,Abdel Ahmed Ghili,5420,2,,,,Abdel,,,,,,,4,supporting,,,
La Haine,1995,1995,Drama,406,movie,Solo,5422,2,,,,Santo,,,,,,,5,supporting,,,
La Haine,1995,1995,Drama,406,movie,Joseph Momo,5423,2,,,,Ordinary Man,,,,,,,6,supporting,,,
La Haine,1995,1995,Drama,406,movie,Héloïse Rauth,5424,1,,,,Sarah,,,,,,,7,supporting,,,
La Haine,1995,1995,Drama,406,movie,Rywka Wajsbrot,1347614,1,,,,Vinz's Grandmother,,,,,,,8,supporting,,,
La Haine,1995,1995,Drama,406,movie,Olga Abrego,1347615,1,,,,Vinz's Aunt,,,,,,,9,supporting,,,
La Haine,1995,1995,Drama,406,movie,Laurent Labasse,579488,2,,,,Cook,,,,,,,10,supporting,,,
La Haine,1995,1995,Drama,406,movie,Choukri Gabteni,64546,2,,,,Saïd's Brother,,,,,,,11,minor,,,
La Haine,1995,1995,Drama,406,movie,Nabil Ben Mhamed,2623427,2,,,,Joking Boy,,,,,,,12,minor,,,
La Haine,1995,1995,Drama,406,movie,Benoît Magimel,5442,2,,,,Benoît,,,,,,,13,minor,,,
La Haine,1995,1995,Drama,406,movie,Médard Niang,2623429,2,,,,Médard,,,,,,,14,minor,,,
La Haine,1995,1995,Drama,406,movie,Arash Mansour,2623400,2,,,,Arash,,,,,,,15,minor,,,
La Haine,1995,1995,Drama,406,movie,Abdel-Moulah Boujdouni,2623430,2,,,,Young Businessman,,,,,,,16,minor,,,
La Haine,1995,1995,Drama,406,movie,Mathilde Vitry,961888,1,,,,Journalist,,,,,,,17,minor,,,
La Haine,1995,1995,Drama,406,movie,Christian Moro,572508,2,,,,CRS TV Journalist,,,,,,,18,minor,,,
La Haine,1995,1995,Drama,406,movie,Édouard Montoute,5441,2,,,,Darty,,,,,,,19,minor,,,
La Haine,1995,1995,Drama,406,movie,JiBi,2399927,2,,,,Roundabout Man,,,,,,,20,minor,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Cillian Murphy,2037,2,,,,J. Robert Oppenheimer,,,,,,,1,lead,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Emily Blunt,5081,1,,,,Kitty Oppenheimer,,,,,,,2,lead,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Matt Damon,1892,2,,,,Leslie Groves,,,,,,,3,lead,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Robert Downey Jr.,3223,2,,,,Lewis Strauss,,,,,,,4,supporting,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Florence Pugh,1373737,1,,,,Jean Tatlock,,,,,,,5,supporting,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Josh Hartnett,2299,2,,,,Ernest Lawrence,,,,,,,6,supporting,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Casey Affleck,1893,2,,,,Boris Pash,,,,,,,7,supporting,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Rami Malek,17838,2,,,,David Hill,,,,,,,8,supporting,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Kenneth Branagh,11181,2,,,,Niels Bohr,,,,,,,9,supporting,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Benny Safdie,227564,2,,,,Edward Teller,,,,,,,10,supporting,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Jason Clarke,76512,2,,,,Roger Robb,,,,,,,11,minor,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Dylan Arnold,1039523,2,,,,Frank Oppenheimer,,,,,,,12,minor,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Tom Conti,71010,2,,,,Albert Einstein,,,,,,,13,minor,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,James D'Arcy,19655,2,,,,Patrick Blackett,,,,,,,14,minor,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,David Dastmalchian,83854,2,,,,William Borden,,,,,,,15,minor,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Dane DeHaan,122889,2,,,,Kenneth Nichols,,,,,,,16,minor,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Alden Ehrenreich,71375,2,,,,Senate Aide,,,,,,,17,minor,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Tony Goldwyn,3417,2,,,,Gordon Gray,,,,,,,18,minor,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,Jefferson Hall,109322,2,,,,Haakon Chevalier,,,,,,,19,minor,,,
Oppenheimer,2023,2023,Drama|History,872585,movie,David Krumholtz,38582,2,,,,Isidor Rabi,,,,,,,20,minor,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Ralph Fiennes,5469,2,,,,M. Gustave,,,,,,,1,lead,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,F. Murray Abraham,1164,2,,,,Mr. Moustafa,,,,,,,2,lead,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Mathieu Amalric,8789,2,,,,Serge X.,,,,,,,3,lead,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Adrien Brody,3490,2,,,,Dmitri,,,,,,,4,supporting,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Willem Dafoe,5293,2,,,,Jopling,,,,,,,5,supporting,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Jeff Goldblum,4785,2,,,,Deputy Kovacs,,,,,,,6,supporting,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Harvey Keitel,1037,2,,,,Ludwig,,,,,,,7,supporting,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Jude Law,9642,2,,,,Young Author,,,,,,,8,supporting,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Bill Murray,1532,2,,,,M. Ivan,,,,,,,9,supporting,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Edward Norton,819,2,,,,Henckels,,,,,,,10,supporting,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Saoirse Ronan,36592,1,,,,Agatha,,,,,,,11,minor,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Jason Schwartzman,17881,2,,,,M. Jean,,,,,,,12,minor,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Léa Seydoux,121529,1,,,,Clotilde,,,,,,,13,minor,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Tilda Swinton,3063,1,,,,Madame D.,,,,,,,14,minor,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Tom Wilkinson,207,2,,,,Author,,,,,,,15,minor,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Owen Wilson,887,2,,,,M. Chuck,,,,,,,16,minor,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Tony Revolori,1291350,2,,,,Zero,,,,,,,17,minor,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Larry Pine,19511,2,,,,Mr. Mosher,,,,,,,18,minor,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Giselda Volodi,76340,1,,,,Serge's Sister,,,,,,,19,minor,,,
The Grand Budapest Hotel,2014,2014,Comedy|Drama,120467,movie,Florian Lukas,4795,2,,,,Pinky,,,,,,,20,minor,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Leonardo DiCaprio,6193,2,,,,Jordan Belfort,,,,,,,1,lead,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Jonah Hill,21007,2,,,,Donnie Azoff,,,,,,,2,lead,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Margot Robbie,234352,1,,,,Naomi Lapaglia,,,,,,,3,lead,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Matthew McConaughey,10297,2,,,,Mark Hanna,,,,,,,4,supporting,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Kyle Chandler,3497,2,,,,Agent Patrick Denham,,,,,,,5,supporting,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Rob Reiner,3026,2,,,,Max Belfort,,,,,,,6,supporting,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Jon Bernthal,19498,2,,,,Brad,,,,,,,7,supporting,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Jon Favreau,15277,2,,,,Manny Riskin,,,,,,,8,supporting,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Jean Dujardin,56024,2,,,,Jean Jacques Saurel,,,,,,,9,supporting,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Joanna Lumley,34901,1,,,,Aunt Emma,,,,,,,10,supporting,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Cristin Milioti,204392,1,,,,Teresa Petrillo,,,,,,,11,minor,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Christine Ebersole,4003,1,,,,Leah Belfort,,,,,,,12,minor,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Shea Whigham,74242,2,,,,Captain Ted Beecham,,,,,,,13,minor,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Katarina Čas,549981,1,,,,Chantalle,,,,,,,14,minor,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,P.J. Byrne,1211946,2,,,,Nicky Koskoff ('Rugrat'),,,,,,,15,minor,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Kenneth Choi,41561,2,,,,Chester Ming,,,,,,,16,minor,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Brian Sacca,1332746,2,,,,Robbie Feinberg ('Pinhead'),,,,,,,17,minor,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Henry Zebrowski,1332747,2,,,,Alden Kupferberg ('Sea Otter'),,,,,,,18,minor,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Ethan Suplee,824,2,,,,Toby Welch,,,,,,,19,minor,,,
The Wolf of Wall Street,2013,2013,Crime|Drama|Comedy,106646,movie,Barry Rothbart,1633868,2,,,,Peter DeBlasio,,,,,,,20,minor,,,
Jojo Rabbit,2019,2019,Comedy|War|Drama,515001,movie,Roman Griffin Davis,2054851,2,,,,Jojo,,,,,,,1,lead,,,
Jojo Rabbit,2019,2019,Comedy|War|Drama,515001,movie,Thomasin McKenzie,1356758,1,,,,Elsa,,,,,,,2,lead,,,
Jojo Rabbit,2019,2019,Comedy|War|Drama,515001,movie,Scarlett Johansson,1245,1,,,,Rosie,,,,,,,3,lead,,,
Jojo Rabbit,2019,2019,Comedy|War|Drama,515001,movie,Taika Waititi,55934,2,,,,Adolf,,,,,,,4,supporting,,,
